items
150
170
150
165
70
150
330
180
165
270
170
170
170
110
110
134
380
330
210
134
175
175
110
150
134
175
170
170
330
250
150
110
134
134
380
220
165
175
90
200
160
150
175
175
150
170
175
150
175
110
165
330
110
150
175
134
175
90
170
150
150
250
180
175
150
165
110
150
150
150
160
170
175
150
175
134
165
175
134
165
170
110
150
380
134
175
134
380
150
330
330
380
160
150
210
150
160
150
170
110
175
150
150
150
175
165
170
150
110
170
150
380
200
175
330
165
150
150
150
165
220
110
160
175
380
200
380
175
210
135
175
134
175
175
330
270
150
380
380
150
175
175
134
170
150
270
175
175
330
170
134
"134,380,270"
134
150
175
175
380
175
380
380
110
380
170
175
175
150
134
175
110
170
165
175
330
210
150
110
110
110
175
175
170
134
134
175
175
170
170
150
150
380
134
110
134
175
110
134
150
110
150
330
170
150
150
150
270
175
110
135
175
175
150
175
135
175
150
150
175
175
330
270
330
150
110
110
270
175
134
110
175
270
110
210
110
170
175
150
175
380
175
330
175
150
134
170
330
330
150
175
150
330
330
175
175
270
330
330
175
170
110
134
175
175
150
175
134
270
110
150
134
170
110
330
175
134
134
134
170
380
165
175
110
110
110
150
270
170
135
175
110
134
150
134
150
175
175
150
330
175
134
175
175
110
175
170
110
175
150
330
270
330
150
330
175
175
110
150
134
175
175
134
175
150
134
175
175
175
150
110
210
270
330
134
110
150
110
175
150
165
134
270
330
380
175
150
250
175
175
175
270
175
175
380
165
134
380
134
134
150
150
175
150
175
150
170
210
330
135
175
134
134
134
175
134
170
210
134
380
150
175
134
134
175
380
150
110
134
134
165
134
330
110
150
175
330
150
165
134
110
175
175
330
330
170
380
150
175
330
175
175
110
134
175
150
165
200
175
134
150
160
170
270
175
150
175
210
165
134
150
175
330
150
175
175
150
175
210
190
170
210
165
175
150
150
150
134
110
150
175
170
175
150
165
150
150
150
175
175
270
175
170
150
175
110
380
170
210
110
134
175
175
330
110
170
175
175
110
134
134
150
175
150
175
160
380
134
165
150
175
175
380
150
175
175
330
250
110
190
150
150
170
110
175
175
134
175
175
175
210
150
270
175
175
190
175
175
134
175
175
134
150
170
210
134
380
134
175
134
165
150
150
175
175
210
134
135
110
330
380
330
150
175
110
110
150
330
"210,175"
210
150
134
380
175
380
175
175
134
175
330
330
110
175
175
170
175
175
270
134
134
150
150
150
110
330
330
175
175
150
175
110
175
134
134
110
330
150
175
110
330
250
150
175
170
110
170
134
270
210
134
175
165
110
110
170
175
170
150
135
175
170
110
330
110
110
380
210
210
330
175
175
110
175
165
150
150
175
110
134
110
134
175
134
134
150
330
150
330
150
150
110
270
175
175
150
330
134
175
170
150
330
175
330
134
170
150
110
110
165
150
165
134
165
110
134
134
110
380
150
175
134
110
170
175
175
110
134
150
175
150
270
330
330
150
110
150
380
165
134
134
165
250
110
150
175
210
210
175
134
270
134
150
150
175
150
175
270
175
270
110
134
134
150
250
150
110
270
270
134
175
210
175
134
170
110
150
134
135
150
110
150
175
380
150
110
134
330
175
210
175
380
210
175
134
175
170
135
134
165
175
165
150
150
175
380
175
175
165
134
134
175
165
150
200
165
90
170
180
160
190
134
330
175
90
150
150
175
175
175
175
175
165
175
170
134
110
134
330
175
160
170
270
380
380
175
165
134
175
175
165
110
110
170
165
220
210
150
150
330
330
150
270
380
200
200
380
170
170
175
380
110
134
180
175
170
170
134
150
134
175
175
134
110
250
134
150
380
175
175
270
270
250
175
270
330
110
110
175
150
330
175
170
175
175
110
110
135
165
175
170
330
134
210
110
134
110
165
175
134
175
150
175
175
150
175
170
175
175
175
170
110
175
165
175
175
270
170
134
110
150
110
110
175
270
134
170
210
175
150
134
175
150
170
175
110
110
170
210
150
150
134
330
210
150
134
110
165
110
110
175
165
175
150
175
150
165
150
380
165
175
165
175
380
175
175
150
134
330
175
175
330
170
90
150
150
165
175
110
134
110
150
110
175
170
110
175
135
200
150
175
135
175
134
175
330
175
150
170
170
175
134
210
330
170
150
175
175
165
175
150
150
110
150
150
175
